community,month,monthlyav,year,Sani_Q,av_II_Q,FY,desc,actual,max_MGD,max_II_Q
Reading,Feb,3.8125,18-20,1.3,2.5125,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Jan,3.499166666666667,18-20,1.3,2.1991666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Jul,1.9975,18-20,1.3,0.6975,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Jun,2.704166666666667,18-20,1.3,1.404166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Mar,4.645833333333333,18-20,1.3,3.345833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,May,3.8225000000000002,18-20,1.3,2.5225,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Nov,3.6966666666666668,18-20,1.3,2.3966666666666665,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Oct,2.2800000000000002,18-20,1.3,0.9800000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Reading,Sep,2.0091666666666668,18-20,1.3,0.7091666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.714166666666667,3.4141666666666675
Revere,Apr,7.7375,18-20,3.5,4.2375,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Aug,5.652500000000001,18-20,3.5,2.1525000000000007,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Dec,7.875000000000001,18-20,3.5,4.375000000000001,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Feb,7.371666666666667,18-20,3.5,3.871666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Jan,7.104166666666667,18-20,3.5,3.604166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Jul,5.838333333333333,18-20,3.5,2.338333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Jun,5.665833333333334,18-20,3.5,2.1658333333333344,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Mar,8.02,18-20,3.5,4.52,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,May,6.614166666666668,18-20,3.5,3.1141666666666676,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Nov,8.31,18-20,3.5,4.8100000000000005,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Oct,6.375833333333334,18-20,3.5,2.8758333333333344,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Revere,Sep,5.45,18-20,3.5,1.9500000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.31,4.8100000000000005
Somerville,Apr,12.997499999999999,18-20,5.5,7.497499999999999,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Aug,9.4675,18-20,5.5,3.9674999999999994,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Dec,11.133333333333333,18-20,5.5,5.633333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Feb,11.029166666666667,18-20,5.5,5.529166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Jan,10.665833333333333,18-20,5.5,5.1658333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Jul,9.488333333333335,18-20,5.5,3.988333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Jun,8.2525,18-20,5.5,2.7524999999999995,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Mar,12.200000000000001,18-20,5.5,6.700000000000001,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,May,9.137500000000001,18-20,5.5,3.637500000000001,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Nov,11.806666666666667,18-20,5.5,6.306666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Oct,10.480833333333333,18-20,5.5,4.980833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Somerville,Sep,8.5325,18-20,5.5,3.0325000000000006,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.997499999999999,7.497499999999999
Stoneham,Apr,4.4174999999999995,18-20,1.4,3.0174999999999996,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Aug,2.5633333333333335,18-20,1.4,1.1633333333333336,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Dec,4.854166666666667,18-20,1.4,3.454166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Feb,3.589166666666667,18-20,1.4,2.189166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Jan,3.3933333333333335,18-20,1.4,1.9933333333333336,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Jul,2.5933333333333333,18-20,1.4,1.1933333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Jun,2.5366666666666666,18-20,1.4,1.1366666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Mar,4.333333333333333,18-20,1.4,2.933333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,May,3.3175,18-20,1.4,1.9175,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Nov,4.706666666666667,18-20,1.4,3.306666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Oct,2.6591666666666667,18-20,1.4,1.2591666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoneham,Sep,2.4925,18-20,1.4,1.0925000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.854166666666667,3.454166666666667
Stoughton,Apr,4.596666666666667,18-20,1.4,3.1966666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Aug,1.8808333333333334,18-20,1.4,0.48083333333333345,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Dec,4.0633333333333335,18-20,1.4,2.6633333333333336,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Feb,3.914166666666667,18-20,1.4,2.514166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Jan,3.940833333333333,18-20,1.4,2.540833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Jul,2.2108333333333334,18-20,1.4,0.8108333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Jun,2.7183333333333333,18-20,1.4,1.3183333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Mar,4.7075,18-20,1.4,3.3074999999999997,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,May,3.7158333333333333,18-20,1.4,2.3158333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Nov,3.8325,18-20,1.4,2.4325,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Oct,2.565,18-20,1.4,1.165,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Stoughton,Sep,2.0641666666666665,18-20,1.4,0.6641666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7075,3.3074999999999997
Wakefield,Apr,6.495,18-20,1.5,4.995,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Aug,3.1575,18-20,1.5,1.6575000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Dec,5.753333333333334,18-20,1.5,4.253333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Feb,5.4158333333333335,18-20,1.5,3.9158333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Jan,4.805833333333334,18-20,1.5,3.305833333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Jul,3.2858333333333336,18-20,1.5,1.7858333333333336,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Jun,3.7075000000000005,18-20,1.5,2.2075000000000005,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Mar,6.3775,18-20,1.5,4.8775,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,May,5.198333333333334,18-20,1.5,3.698333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Nov,5.725833333333334,18-20,1.5,4.225833333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Oct,3.3058333333333336,18-20,1.5,1.8058333333333336,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Wakefield,Sep,2.9716666666666667,18-20,1.5,1.4716666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,6.495,4.995
Walpole,Apr,2.8783333333333334,18-20,1.2,1.6783333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Aug,2.02,18-20,1.2,0.8200000000000001,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Dec,2.555,18-20,1.2,1.3550000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Feb,2.505,18-20,1.2,1.305,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Jan,2.5541666666666667,18-20,1.2,1.3541666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Jul,1.6966666666666668,18-20,1.2,0.4966666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Jun,1.8866666666666667,18-20,1.2,0.6866666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Mar,2.8808333333333334,18-20,1.2,1.6808333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,May,2.5208333333333335,18-20,1.2,1.3208333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Nov,2.643333333333333,18-20,1.2,1.4433333333333331,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Oct,1.9366666666666668,18-20,1.2,0.7366666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Walpole,Sep,1.74,18-20,1.2,0.54,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.8808333333333334,1.6808333333333334
Waltham,Apr,12.354166666666668,18-20,5.6,6.754166666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Aug,7.4075,18-20,5.6,1.8075,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Dec,10.699166666666667,18-20,5.6,5.099166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Feb,10.535,18-20,5.6,4.9350000000000005,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Jan,9.989166666666668,18-20,5.6,4.389166666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Jul,7.7491666666666665,18-20,5.6,2.149166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Jun,8.281666666666666,18-20,5.6,2.6816666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Mar,11.910833333333333,18-20,5.6,6.310833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,May,10.260833333333332,18-20,5.6,4.660833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Nov,10.5575,18-20,5.6,4.9575,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Oct,7.928333333333334,18-20,5.6,2.328333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Waltham,Sep,7.617500000000001,18-20,5.6,2.017500000000001,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.354166666666668,6.754166666666668
Watertown,Apr,4.7725,18-20,2.2,2.5725,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Aug,2.7808333333333333,18-20,2.2,0.5808333333333331,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Dec,4.34,18-20,2.2,2.1399999999999997,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Feb,4.1866666666666665,18-20,2.2,1.9866666666666664,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Jan,3.9675000000000002,18-20,2.2,1.7675,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Jul,2.7675,18-20,2.2,0.5674999999999999,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Jun,2.975833333333333,18-20,2.2,0.7758333333333329,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Mar,4.7575,18-20,2.2,2.5575,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,May,3.83,18-20,2.2,1.63,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Nov,4.4191666666666665,18-20,2.2,2.2191666666666663,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Oct,2.9425,18-20,2.2,0.7424999999999997,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Watertown,Sep,2.7233333333333336,18-20,2.2,0.5233333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,4.7725,2.5725
Wellesley,Apr,5.158333333333334,18-20,1.7,3.458333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Aug,2.5275,18-20,1.7,0.8274999999999999,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Dec,4.486666666666666,18-20,1.7,2.786666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Feb,4.01,18-20,1.7,2.3099999999999996,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Jan,3.836666666666667,18-20,1.7,2.1366666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Jul,2.5033333333333334,18-20,1.7,0.8033333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Jun,2.775,18-20,1.7,1.075,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Mar,4.795,18-20,1.7,3.0949999999999998,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,May,3.9208333333333334,18-20,1.7,2.220833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Nov,4.395,18-20,1.7,2.6949999999999994,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Oct,2.8225,18-20,1.7,1.1224999999999998,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Wellesley,Sep,2.493333333333333,18-20,1.7,0.7933333333333332,FY22,Option2 FY22 w/ dbl 2019,FALSE,5.158333333333334,3.458333333333334
Westwood,Apr,2.4891666666666667,18-20,0.9,1.5891666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Aug,1.3041666666666667,18-20,0.9,0.4041666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Dec,2.188333333333333,18-20,0.9,1.288333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Feb,2.2391666666666667,18-20,0.9,1.3391666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Jan,2.1608333333333336,18-20,0.9,1.2608333333333337,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Jul,1.3058333333333332,18-20,0.9,0.40583333333333316,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Jun,1.5574999999999999,18-20,0.9,0.6574999999999999,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Mar,2.4891666666666667,18-20,0.9,1.5891666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,May,1.9908333333333332,18-20,0.9,1.0908333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Nov,2.265,18-20,0.9,1.3650000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Oct,1.4708333333333334,18-20,0.9,0.5708333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Westwood,Sep,1.2966666666666666,18-20,0.9,0.3966666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.4891666666666667,1.5891666666666668
Weymouth,Apr,11.885833333333334,18-20,3.7,8.185833333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Aug,5.756666666666667,18-20,3.7,2.0566666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Dec,11.6525,18-20,3.7,7.9525,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Feb,10.880833333333333,18-20,3.7,7.180833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Jan,11.359166666666667,18-20,3.7,7.659166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Jul,6.719166666666667,18-20,3.7,3.019166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Jun,7.458333333333333,18-20,3.7,3.758333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Mar,12.7425,18-20,3.7,9.0425,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,May,9.643333333333334,18-20,3.7,5.943333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Nov,11.63,18-20,3.7,7.930000000000001,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Oct,7.5425,18-20,3.7,3.8425000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Weymouth,Sep,6.073333333333333,18-20,3.7,2.373333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,12.7425,9.0425
Wilmington,Apr,1.845,18-20,0.8,1.045,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Aug,1.4116666666666666,18-20,0.8,0.6116666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Dec,1.6108333333333333,18-20,0.8,0.8108333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Feb,1.5633333333333335,18-20,0.8,0.7633333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Jan,1.4791666666666667,18-20,0.8,0.6791666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Jul,1.3675,18-20,0.8,0.5674999999999999,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Jun,1.4883333333333333,18-20,0.8,0.6883333333333332,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Mar,1.7,18-20,0.8,0.8999999999999999,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,May,1.6016666666666666,18-20,0.8,0.8016666666666665,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Nov,1.6875,18-20,0.8,0.8875,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Oct,1.4575,18-20,0.8,0.6575,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Wilmington,Sep,1.4358333333333333,18-20,0.8,0.6358333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,1.845,1.045
Winchester,Apr,3.665,18-20,1.1,2.565,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Aug,1.5691666666666668,18-20,1.1,0.46916666666666673,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Dec,3.0383333333333336,18-20,1.1,1.9383333333333335,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Feb,3.0575,18-20,1.1,1.9575,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Jan,2.705,18-20,1.1,1.605,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Jul,1.7683333333333333,18-20,1.1,0.6683333333333332,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Jun,2.0308333333333333,18-20,1.1,0.9308333333333332,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Mar,3.520833333333333,18-20,1.1,2.420833333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,May,2.8566666666666665,18-20,1.1,1.7566666666666664,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Nov,3.041666666666667,18-20,1.1,1.9416666666666669,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Oct,1.7275,18-20,1.1,0.6275,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winchester,Sep,1.5916666666666666,18-20,1.1,0.4916666666666665,FY22,Option2 FY22 w/ dbl 2019,FALSE,3.665,2.565
Winthrop,Apr,2.501666666666667,18-20,1.1,1.4016666666666668,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Aug,2.0483333333333333,18-20,1.1,0.9483333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Dec,2.545,18-20,1.1,1.4449999999999998,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Feb,2.3241666666666667,18-20,1.1,1.2241666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Jan,2.368333333333333,18-20,1.1,1.268333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Jul,2.2241666666666666,18-20,1.1,1.1241666666666665,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Jun,2.1516666666666664,18-20,1.1,1.0516666666666663,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Mar,2.6166666666666667,18-20,1.1,1.5166666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,May,2.3241666666666667,18-20,1.1,1.2241666666666666,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Nov,2.896666666666667,18-20,1.1,1.7966666666666669,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Oct,2.3000000000000003,18-20,1.1,1.2000000000000002,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Winthrop,Sep,1.9875,18-20,1.1,0.8875,FY22,Option2 FY22 w/ dbl 2019,FALSE,2.896666666666667,1.7966666666666669
Woburn,Apr,8.204166666666667,18-20,3.7,4.504166666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Aug,5.493333333333333,18-20,3.7,1.793333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Dec,7.024166666666667,18-20,3.7,3.3241666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Feb,7.208333333333333,18-20,3.7,3.508333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Jan,6.701666666666667,18-20,3.7,3.001666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Jul,6.288333333333333,18-20,3.7,2.588333333333333,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Jun,6.626666666666667,18-20,3.7,2.9266666666666667,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Mar,7.6775,18-20,3.7,3.9775,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,May,8.153333333333334,18-20,3.7,4.453333333333334,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Nov,6.4275,18-20,3.7,2.7275,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Oct,5.445,18-20,3.7,1.745,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Woburn,Sep,5.1175,18-20,3.7,1.4174999999999995,FY22,Option2 FY22 w/ dbl 2019,FALSE,8.204166666666667,4.504166666666667
Arlington,Apr,6.8822750750504404,18-20,2.362539639621164,4.5197354354292765,FY22,Option 3 - FY22 w/ water adjustment,FALSE,7.0197354354292765,4.5197354354292765
